发帖时间,发帖人,primary_topic,topic_score,互动数,评论数,分享数,完整图片数,帖子链接,外部链接,摘录,topic_scores,matched_keywords
2026-02-20 10:42:06,Pam Heinrich MacPherson,tile_design_readability,3,88,49,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26443989021885927/,,"Player A has two 8 Bams with a Joker exposed. Later in the game, she realizes she has another 8 Bam in her rack. On her next turn, she draws a tile and then wants to take her own Joker from the 8 Bams and replace it with the 8 Bam that has been sitting among her unplayed tiles. Is this permissible?","{""tile_design_readability"": 2, ""accessory_storage"": 1}","{""tile_design_readability"": [""bams"", ""joker""], ""accessory_storage"": [""rack""]}"
2026-06-09 16:24:33,Lisa Kimoto,tile_design_readability,4,88,44,0,4,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27679765064974977/,,Is This a Rare Crisloid Mahjong Set? Can someone in this group confirm for me if this is a crisloid set? No marking in case but had tissue paper separating tiles from top of case. Has extra jokers flowers and 2 blanks and some tiles have gold like dragon eyes flowers and jokers,"{""tile_design_readability"": 2, ""tile_theme_pattern"": 1, ""accessory_storage"": 1}","{""tile_design_readability"": [""jokers"", ""dragon""], ""tile_theme_pattern"": [""flowers""], ""accessory_storage"": [""case""]}"
2026-05-25 17:48:15,Hannah O'Byrne,accessory_storage,3,88,33,0,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27478877401730412/,,"Edit to say thank you very much to you all for your helpful and kind comments! Hi! I have an old Mah Jongg set I bought several years ago, because I loved the chunky tiles and I collected early plastic items. Every now and then I have go at researching it and a very helpful chap suggested I post it ... e set. Thank you for looking! PS A couple of people have noticed a similarity to Austrian made sets.","{""accessory_storage"": 3}","{""accessory_storage"": [""score card""]}"
2026-06-20 18:07:33,Esther Bergman Liberman,tile_theme_pattern,9,88,26,1,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27822822960669186/,,"Legacy is here! ❤ 💙 I couldn't remember which color I had chosen, because it was awhile ago, and it was a difficult decision. But OMG, this set is exquisite! The markings are traditional enough that nobody should have any confusion, but still modern & elegant. The bird on the one-bam is fantastic, t ... rene, Chinese-theme mats. But the question comes up again: red or blue? What a delicious dilemma! ❤💙","{""tile_design_readability"": 1, ""tile_theme_pattern"": 5, ""mat_table_surface"": 3}","{""tile_design_readability"": [""traditional""], ""tile_theme_pattern"": [""theme"", ""blue"", ""red"", ""flowers"", ""bird""], ""mat_table_surface"": [""mat"", ""mats"", ""neoprene""]}"
2026-03-06 03:08:56,Nikki Metzger-Skidmore,accessory_storage,4,88,20,0,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26575762382041923/,,Hey y’all! It’s me again!! If you got the Sam’s Club pool set- you need to hit up Hobby Lobby for these precious mesh bags for your tiles and this cute Pink Iredescent tote for your storage! It’s adorable and less than $25 for all the pieces to hold your stuff. Cause let’s face it- the bags that came with the set STINK and don’t breathe if your tiles are still wet from the pool!! #sams #hobbylobby,"{""tile_theme_pattern"": 1, ""accessory_storage"": 3}","{""tile_theme_pattern"": [""pink""], ""accessory_storage"": [""bags"", ""storage"", ""tote""]}"
2025-12-08 23:21:09,Nora Buzecky,tile_design_readability,8,88,18,1,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25800676906217145/,,I received my tea party bundle from Mahj Queen about 2 weeks ago and all I can say is…OMG 🤩 THE TILES ARE BEAUTIFUL AND I LOVE EVERYTHING 💞 The tiles are easy to read and have a little sparkle/shimmer to them. They are the perfect size and feel great. Everyone loves them and they are definitely my g ... ND…code MJTI gets you 10% off anything on the Mahj Queen website p.s. my favorite tile is the soap 😊,"{""tile_design_readability"": 3, ""mat_table_surface"": 1, ""accessory_storage"": 3, ""quality_risk"": 1}","{""tile_design_readability"": [""easy to read""], ""mat_table_surface"": [""mat""], ""accessory_storage"": [""racks"", ""tote"", ""dice""], ""quality_risk"": [""quality""]}"
2026-02-05 22:18:38,Natasha Johnson,tile_design_readability,16,88,16,2,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26307279682223529/,,# **Tile Design & Shopping Considerations** **Designing or shopping for mahjong tiles? This checklist will help you create (or choose) a set that truly welcomes everyone to the table.** This guide highlights real-world accessibility considerations shared by group members based on their lived experie ... 928890771](https://www.facebook.com/groups/MahJonggThatsIt/permalink/26307273928890771) #NatashaMJTI,"{""tile_design_readability"": 10, ""tile_theme_pattern"": 6}","{""tile_design_readability"": [""legible"", ""tile design"", ""flower tiles"", ""dragon"", ""dragons"", ""suits""], ""tile_theme_pattern"": [""green"", ""red"", ""floral"", ""flower"", ""designing"", ""design""]}"
2026-02-18 19:13:58,Susan Hodge Sauls,accessory_storage,5,88,13,1,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26428845836733579/,,"Alternate Cards Please remember that the ""alternate cards"" being published by companies other than the National Mah Jongg League are not fake cards or counterfeit cards or some horrible plague delivered onto the Mah Jongg world. They are simply sets of alternative hands, and people are free to purch ... MJL cards and will be excited to use them...along with occasional games with one of the other cards.","{""tile_design_readability"": 1, ""accessory_storage"": 3, ""buying_matching"": 1}","{""tile_design_readability"": [""joker""], ""accessory_storage"": [""nmjl card""], ""buying_matching"": [""etsy""]}"
2026-02-06 16:03:34,Olivia Lee Fox,tile_design_readability,3,88,10,1,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26314491241502373/,,"A reminder to always check the ""instructions"" before you get a mat on Amazon or Temu, etc. This one made me laugh - ""Not for people who like to joke"" (no jokers! lol)","{""tile_design_readability"": 1, ""mat_table_surface"": 1, ""buying_matching"": 1}","{""tile_design_readability"": [""jokers""], ""mat_table_surface"": [""mat""], ""buying_matching"": [""amazon""]}"
2026-01-28 20:36:59,Renee Jones,buying_matching,4,87,73,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26233703672914464/,,Any suggestion on a mat to go with the tiles??,"{""mat_table_surface"": 1, ""buying_matching"": 3}","{""mat_table_surface"": [""mat""], ""buying_matching"": [""go with""]}"
2026-06-11 22:49:56,Janelle Christine,mat_table_surface,5,87,72,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27710641808553969/,,Does anyone have an Amazon link to a card table that they really love? Our group has a few of the ones that hold in half (making it easier to carry) but they already have a few busted parts after only a couple months…,"{""mat_table_surface"": 3, ""buying_matching"": 2}","{""mat_table_surface"": [""card table""], ""buying_matching"": [""link"", ""amazon""]}"
2026-01-13 18:12:48,Lizze Arnold,tile_theme_pattern,4,87,69,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26093352760282890/,,I just received my 1st mahjong set from Amazon. I unpacked it and sorted it. I have 166 tiles BUT I am missing the 2 flower that has the mountain and pagoda on it AND I have 2 - flowers of the one flower that is different not the Aut tiles- but two with the blue character in the upper corner. Now what do I do????,"{""tile_theme_pattern"": 3, ""buying_matching"": 1}","{""tile_theme_pattern"": [""blue"", ""flower"", ""flowers""], ""buying_matching"": [""amazon""]}"
2026-01-09 02:07:16,Bevin Rutland Landrum,tile_design_readability,4,87,57,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26055461237405376/,,"Obviously, we have a problem with this attempted call for green dragon and subsequent exposure. Can’t mix red and green dragons. But this is why having crak dragon and bam dragon helps so much especially on sets where the image is exactly the same for the two dragons with color being the only differ ... orrect exposure. I won’t use this set again when they are playing even though it is one of my faves.","{""tile_design_readability"": 2, ""tile_theme_pattern"": 2}","{""tile_design_readability"": [""dragon"", ""dragons""], ""tile_theme_pattern"": [""green"", ""red""]}"
2026-06-21 18:08:11,Blair H. Myrick,tile_theme_pattern,4,87,55,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27834823586135790/,,"Hi, got these fun beach theme tiles. I need help to identify the float, bathing suit, drink, beach bag drink, beach chair, flowers and flip flops. ￼thanks for your help! 🀄️🇺🇸","{""tile_design_readability"": 1, ""tile_theme_pattern"": 3}","{""tile_design_readability"": [""suit""], ""tile_theme_pattern"": [""theme"", ""flowers"", ""beach""]}"
2026-01-12 01:44:40,Jill Guice,tile_theme_pattern,3,87,39,0,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26079696241648542/,,"I finally decided on what new set of tiles I’m keeping (Christmas gift from husband, sent back and re-ordered a few) and I absolutely love these! Now looking for a mat. If you have one to suggest for me please do! The back tile color is more of a magenta or rose red than hot pink","{""tile_theme_pattern"": 2, ""mat_table_surface"": 1}","{""tile_theme_pattern"": [""pink"", ""red""], ""mat_table_surface"": [""mat""]}"
2025-12-05 06:52:25,Nancy LaBelle,accessory_storage,3,87,32,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25769617242656445/,,"Shout out to the Rack Shack. Beautifully made wood/painted 20 inch racks. Hand crafted, great quality.","{""accessory_storage"": 2, ""quality_risk"": 1}","{""accessory_storage"": [""rack"", ""racks""], ""quality_risk"": [""quality""]}"
2025-11-02 17:50:35,Johni Levene,buying_matching,8,87,17,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25485451437739695/,https://ohmymahjong.com/products/agate-rack-and-pusher-set?sca_ref=6509127.Bl07SAtvoi&sca_source=MJTI,"More of the promised fun this month. OMM: MONDAY AT 10am Central time will populate These incredible **AGATE** lucite racks! If you have the gorgeous tortoise ones, you know why these have some of us absolutely levitating. My bet is that they will sell out quickly as new releases always to, so be re ... too. It may be a very exciting morning. Set your alarms, Monday 10am central so adjust accordingly.","{""mat_table_surface"": 1, ""accessory_storage"": 3, ""buying_matching"": 4}","{""mat_table_surface"": [""mats""], ""accessory_storage"": [""rack"", ""racks"", ""pusher""], ""buying_matching"": [""link"", ""discount code""]}"
2026-04-04 01:38:26,Maria MN,buying_matching,5,86,74,0,4,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26881087461509412/,,Taking this question to the experts. What tile set do I get for Mother’s Day - Maison Mahj Empire State of Mind or Mahi & Co Let it Snow? I have also added the mats that they both go with (I would use the Paige Spearin for the holidays). Tile quality is important so if anyone has sets from these two ... . I also live in a glorified frat house (husband and 2 boys) who I regularly have to coerce to play.,"{""mat_table_surface"": 1, ""buying_matching"": 3, ""quality_risk"": 1}","{""mat_table_surface"": [""mats""], ""buying_matching"": [""go with""], ""quality_risk"": [""quality""]}"
2026-04-20 04:32:48,Laura Benefield Geyer,accessory_storage,5,86,66,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27051488537802636/,,I’m looking for a thin travel set with regular size tiles and a travel zipper case. I saw a lady with one last week. She says she got it on Amazon and I can’t find it. Does anyone have a link to share?,"{""accessory_storage"": 2, ""buying_matching"": 2, ""quality_risk"": 1}","{""accessory_storage"": [""case"", ""travel""], ""buying_matching"": [""link"", ""amazon""], ""quality_risk"": [""thin""]}"
2026-03-31 19:25:52,Kristin Brooke,accessory_storage,5,86,64,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26842187558732736/,,"What is the best bag to purchase to hold my tiles (in a tile bag,) racks, and mat? Something cute and canvas to add some patches . Please include size and picture","{""mat_table_surface"": 1, ""accessory_storage"": 4}","{""mat_table_surface"": [""mat""], ""accessory_storage"": [""racks"", ""tile bag""]}"
2026-04-03 14:27:14,Ashley Wilson,mat_table_surface,7,86,54,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26875582692059889/,,"White wine spilled on my new Miss Mahjong mat 😢. I emailed their customer service asking for tips on how I could possibly get it out, but I've not heard back. Has anyone successfully gotten a stain or mark off of a mahjong mat? What is the process for gentle handwashing? I am so afraid I will make it worse. Any tips or feedback would be so appreciated! ￼","{""mat_table_surface"": 4, ""quality_risk"": 3}","{""mat_table_surface"": [""mat"", ""mahjong mat""], ""quality_risk"": [""customer service""]}"
